point_time,flight_date_pst,altitude,ground_speed,heading,lat,lon,icao,call_sign,leg_id,flight_leg
2025-02-07 02:15:28.430,2025-02-06,1675,132.2,225.9,43.677429,-79.659055,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:29.890,2025-02-06,1750,132.2,225.9,43.676788,-79.660013,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:31.270,2025-02-06,1850,132.2,225.9,43.676194,-79.660884,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:33.410,2025-02-06,1950,130.9,227.2,43.675356,-79.662061,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:35.310,2025-02-06,2050,130.3,228.1,43.674565,-79.663304,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:37.010,2025-02-06,2150,129.7,229.1,43.673866,-79.66435,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:39.070,2025-02-06,2250,129.3,230.6,43.67308,-79.665698,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:40.590,2025-02-06,2350,130.1,230.9,43.672516,-79.666639,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:42.870,2025-02-06,2450,130.7,230.6,43.671632,-79.668143,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:45.410,2025-02-06,2550,131.0,231.8,43.670701,-79.669778,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:47.400,2025-02-06,2650,131.8,232.1,43.669956,-79.671021,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:49.290,2025-02-06,2750,132.4,231.8,43.669211,-79.672328,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:51.890,2025-02-06,2850,133.8,231.7,43.66828,-79.673963,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:54.170,2025-02-06,2950,135.7,230.7,43.667303,-79.675598,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:57.220,2025-02-06,3050,139.2,230.2,43.666046,-79.677691,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:15:59.810,2025-02-06,3150,142.8,230.4,43.665021,-79.679456,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:02.410,2025-02-06,3225,145.6,230.3,43.663925,-79.681347,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:04.390,2025-02-06,3275,149.2,230.4,43.663055,-79.682752,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:06.770,2025-02-06,3325,154.2,230.5,43.661957,-79.684541,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:08.340,2025-02-06,3375,158.7,231.4,43.661224,-79.685818,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:11.350,2025-02-06,3475,162.7,230.7,43.659808,-79.688219,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:14.190,2025-02-06,3575,165.4,230.1,43.658458,-79.690508,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:16.550,2025-02-06,3675,166.8,230.1,43.657294,-79.692405,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:18.700,2025-02-06,3775,167.5,229.8,43.656189,-79.694185,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:20.170,2025-02-06,3850,168.1,229.6,43.655432,-79.695413,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:21.650,2025-02-06,3950,167.4,229.4,43.654687,-79.696655,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:23.370,2025-02-06,4050,167.4,229.4,43.653895,-79.697898,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:24.830,2025-02-06,4150,168.1,229.6,43.653168,-79.69904,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:26.250,2025-02-06,4225,168.1,229.6,43.652344,-79.700381,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:28.260,2025-02-06,4350,168.4,230.5,43.651382,-79.702042,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:29.790,2025-02-06,4450,168.8,232.0,43.650683,-79.70326,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:31.810,2025-02-06,4550,169.6,233.9,43.649799,-79.70496,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:33.790,2025-02-06,4650,169.8,240.0,43.648961,-79.706857,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:36.250,2025-02-06,4750,170.5,245.4,43.64817,-79.709211,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:37.940,2025-02-06,4800,171.6,254.1,43.64772,-79.711048,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:40.000,2025-02-06,4875,173.0,261.4,43.6474,-79.713284,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:41.990,2025-02-06,4950,175.2,267.4,43.647263,-79.715519,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:43.760,2025-02-06,5025,177.2,272.9,43.647332,-79.717516,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:45.820,2025-02-06,5075,181.4,281.1,43.647583,-79.719927,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:47.840,2025-02-06,5150,186.3,287.2,43.647983,-79.721963,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:49.410,2025-02-06,5175,190.7,291.9,43.648495,-79.72386,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:51.270,2025-02-06,5225,194.6,295.9,43.64924,-79.726018,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:51.840,2025-02-06,5225,197.9,299.0,43.649426,-79.726475,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:53.790,2025-02-06,5250,202.3,302.3,43.650451,-79.728764,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:54.830,2025-02-06,5275,206.4,304.5,43.650925,-79.729763,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:56.350,2025-02-06,5300,211.0,306.3,43.65184,-79.731488,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:16:59.240,2025-02-06,5300,215.7,308.4,43.653534,-79.73449,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:01.290,2025-02-06,5300,218.7,309.8,43.65492,-79.736873,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:05.540,2025-02-06,5275,222.1,313.9,43.657837,-79.741197,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:09.360,2025-02-06,5275,223.8,318.3,43.660692,-79.744917,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:15.770,2025-02-06,5275,225.0,319.9,43.665766,-79.750868,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:19.770,2025-02-06,5325,224.8,319.5,43.668932,-79.754595,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:23.820,2025-02-06,5400,223.1,318.5,43.672051,-79.758323,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:27.710,2025-02-06,5500,223.0,317.7,43.675123,-79.762115,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:30.740,2025-02-06,5600,222.2,317.2,43.677429,-79.765022,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:33.730,2025-02-06,5700,222.2,317.2,43.679685,-79.76787,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:36.120,2025-02-06,5800,221.5,317.0,43.681454,-79.770224,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:38.610,2025-02-06,5900,222.1,316.8,43.68327,-79.772513,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:40.650,2025-02-06,6000,222.1,316.8,43.68476,-79.774475,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:42.700,2025-02-06,6100,221.4,316.6,43.686401,-79.776583,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:44.340,2025-02-06,6200,221.4,316.6,43.687592,-79.778116,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:46.300,2025-02-06,6300,222.1,316.5,43.689102,-79.780096,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:48.280,2025-02-06,6400,222.1,316.5,43.690439,-79.781865,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:49.760,2025-02-06,6500,222.1,316.5,43.691649,-79.783434,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:51.280,2025-02-06,6575,222.1,316.5,43.692813,-79.784938,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:52.830,2025-02-06,6675,222.1,316.5,43.693863,-79.786356,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:54.210,2025-02-06,6775,222.1,316.5,43.694908,-79.787685,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:55.750,2025-02-06,6875,222.1,316.5,43.696118,-79.789254,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:17:57.250,2025-02-06,6975,222.1,316.5,43.697159,-79.790635,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:00.540,2025-02-06,7175,222.8,316.3,43.699703,-79.793963,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:03.580,2025-02-06,7375,224.2,316.3,43.70192,-79.796895,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:07.290,2025-02-06,7575,224.2,316.3,43.704777,-79.800698,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:10.850,2025-02-06,7775,225.6,316.3,43.707367,-79.804049,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:13.970,2025-02-06,7950,227.0,316.2,43.709747,-79.807242,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:17.450,2025-02-06,8150,227.7,316.1,43.712365,-79.810704,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:21.500,2025-02-06,8350,228.4,315.9,43.715515,-79.814907,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:24.830,2025-02-06,8550,229.1,316.1,43.717987,-79.818229,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:27.990,2025-02-06,8750,229.9,316.2,43.720459,-79.821486,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:31.640,2025-02-06,8950,228.5,316.2,43.723251,-79.825127,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:34.490,2025-02-06,9150,228.5,316.2,43.725403,-79.827938,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:37.890,2025-02-06,9350,229.1,316.1,43.72796,-79.831369,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:41.380,2025-02-06,9550,229.8,315.9,43.730667,-79.834964,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:45.330,2025-02-06,9750,231.9,315.7,43.733734,-79.839052,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:49.240,2025-02-06,9950,233.4,315.7,43.736755,-79.84314,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:53.770,2025-02-06,10150,236.2,315.7,43.740234,-79.847866,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:18:58.150,2025-02-06,10350,237.6,315.7,43.743713,-79.852529,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:02.500,2025-02-06,10550,240.4,315.7,43.747147,-79.857128,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:06.700,2025-02-06,10750,242.6,315.8,43.750491,-79.861646,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:11.240,2025-02-06,10950,244.7,315.7,43.754196,-79.866645,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:14.210,2025-02-06,11075,248.2,315.8,43.756683,-79.869952,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:16.770,2025-02-06,11150,250.3,315.6,43.758685,-79.872633,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:19.720,2025-02-06,11225,255.3,315.5,43.761154,-79.876035,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:27.470,2025-02-06,11400,265.2,315.5,43.767855,-79.885123,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:32.280,2025-02-06,11525,270.1,315.6,43.772138,-79.890878,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:36.550,2025-02-06,11650,273.0,315.9,43.77594,-79.896027,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:41.440,2025-02-06,11850,275.8,315.9,43.780471,-79.90206,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:50.320,2025-02-06,12250,280.0,315.9,43.788618,-79.912981,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:19:58.730,2025-02-06,12650,282.2,316.0,43.796485,-79.92351,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:06.360,2025-02-06,13050,282.9,315.9,43.803607,-79.933058,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:14.210,2025-02-06,13450,284.3,315.9,43.811102,-79.943063,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:21.600,2025-02-06,13850,285.0,315.7,43.817992,-79.952349,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:29.210,2025-02-06,14250,284.3,315.9,43.825241,-79.962073,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:35.770,2025-02-06,14650,282.9,316.1,43.831375,-79.970249,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:42.740,2025-02-06,15050,282.2,316.0,43.83787,-79.978965,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:49.850,2025-02-06,15450,281.5,315.9,43.84462,-79.987924,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:20:57.060,2025-02-06,15825,280.0,315.6,43.851277,-79.996948,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:21:03.890,2025-02-06,16200,278.6,315.6,43.857562,-80.00545,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:21:10.860,2025-02-06,16600,277.2,315.6,43.863968,-80.01413,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:21:17.780,2025-02-06,17000,275.1,315.4,43.870193,-80.022562,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:21:25.210,2025-02-06,17400,273.0,315.6,43.876834,-80.031607,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:21:32.840,2025-02-06,17800,273.0,315.6,43.883881,-80.041149,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:21:42.140,2025-02-06,18200,273.7,315.7,43.892212,-80.052391,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:21:52.960,2025-02-06,18600,276.5,315.4,43.902054,-80.065741,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:22:04.640,2025-02-06,18950,282.1,315.4,43.91272,-80.08024,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:22:17.260,2025-02-06,19275,287.8,314.6,43.924713,-80.096719,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:22:25.370,2025-02-06,19500,288.8,312.2,43.932037,-80.107514,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:22:30.590,2025-02-06,19650,288.0,310.5,43.936615,-80.114732,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:22:38.850,2025-02-06,20000,284.9,308.2,43.943497,-80.126365,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:22:48.270,2025-02-06,20400,282.2,306.8,43.951038,-80.140228,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:22:57.130,2025-02-06,20800,280.6,307.0,43.957928,-80.152915,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:23:05.530,2025-02-06,21200,279.0,307.3,43.964492,-80.164882,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:23:13.430,2025-02-06,21600,277.0,307.1,43.970581,-80.175987,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:23:21.620,2025-02-06,22000,273.6,306.8,43.976875,-80.187509,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:23:29.680,2025-02-06,22400,271.4,306.9,43.982927,-80.198626,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:23:38.290,2025-02-06,22800,269.4,306.7,43.989349,-80.210543,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:23:47.370,2025-02-06,23175,268.6,306.8,43.99617,-80.223254,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:23:58.380,2025-02-06,23550,270.2,306.6,44.004341,-80.238451,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:24:09.830,2025-02-06,23900,272.2,306.8,44.012924,-80.25436,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:24:21.420,2025-02-06,24250,275.0,306.9,44.021713,-80.270648,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:24:33.090,2025-02-06,24600,277.2,306.8,44.030594,-80.287128,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:24:45.830,2025-02-06,24925,280.8,306.8,44.040482,-80.30546,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:24:59.160,2025-02-06,25250,285.0,306.9,44.050986,-80.324969,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:25:12.710,2025-02-06,25550,289.4,306.7,44.061786,-80.34511,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:25:25.070,2025-02-06,25875,292.2,306.8,44.071655,-80.36333,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:25:37.510,2025-02-06,26200,293.6,306.8,44.08185,-80.38232,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:25:49.850,2025-02-06,26550,295.0,306.9,44.091797,-80.40076,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:26:02.830,2025-02-06,26875,297.2,306.8,44.102473,-80.420576,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:26:15.700,2025-02-06,27200,299.4,306.7,44.11304,-80.44026,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:26:28.970,2025-02-06,27525,300.8,306.8,44.124115,-80.460929,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:26:39.690,2025-02-06,27750,305.3,308.5,44.133197,-80.477273,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:26:49.660,2025-02-06,27950,311.4,310.4,44.142275,-80.49251,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:26:59.450,2025-02-06,28125,316.4,312.3,44.151672,-80.507365,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:27:15.400,2025-02-06,28400,323.3,313.1,44.167877,-80.531382,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:27:30.870,2025-02-06,28675,326.9,313.0,44.183707,-80.554897,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:27:45.380,2025-02-06,28975,329.7,313.0,44.198868,-80.577458,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:27:57.730,2025-02-06,29300,329.7,313.0,44.211777,-80.596619,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:28:11.850,2025-02-06,29600,332.5,313.0,44.226425,-80.618395,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:28:27.420,2025-02-06,29875,335.4,313.1,44.242813,-80.642853,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:28:42.290,2025-02-06,30150,336.8,313.1,44.258514,-80.666264,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:28:56.870,2025-02-06,30425,338.9,313.0,44.274018,-80.689422,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:29:12.880,2025-02-06,30700,342.5,312.9,44.291196,-80.715079,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:29:30.850,2025-02-06,30925,348.1,312.9,44.310701,-80.744354,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:29:50.830,2025-02-06,31125,355.9,312.8,44.332906,-80.77758,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:30:09.750,2025-02-06,31350,361.6,312.9,44.354088,-80.809401,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:30:27.140,2025-02-06,31600,364.4,312.9,44.374198,-80.839613,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:30:42.130,2025-02-06,31875,365.8,312.9,44.391236,-80.865136,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:30:57.400,2025-02-06,32150,367.2,312.9,44.409027,-80.891811,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:31:16.310,2025-02-06,32375,372.2,312.8,44.430862,-80.92477,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:31:36.210,2025-02-06,32575,375.8,312.7,44.454346,-80.960214,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:31:55.450,2025-02-06,32800,380.0,312.8,44.477142,-80.994677,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:32:11.570,2025-02-06,33075,378.6,312.8,44.496323,-81.023581,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:32:27.740,2025-02-06,33325,380.0,312.8,44.515624,-81.052775,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:32:34.130,2025-02-06,33475,378.6,312.8,44.523212,-81.06423,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:32:39.890,2025-02-06,33650,375.8,312.7,44.529968,-81.074459,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:32:50.660,2025-02-06,34025,370.8,312.8,44.542603,-81.093554,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:32:57.520,2025-02-06,34200,368.7,312.7,44.550476,-81.105456,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:33:12.420,2025-02-06,34475,368.7,312.7,44.567642,-81.131548,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:33:24.710,2025-02-06,34625,370.9,312.6,44.581879,-81.153194,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:33:44.480,2025-02-06,34700,376.5,312.6,44.605004,-81.188429,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:33:49.320,2025-02-06,34750,376.5,312.6,44.610637,-81.197071,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:34:05.480,2025-02-06,35000,376.5,312.6,44.629761,-81.226109,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:34:20.340,2025-02-06,35275,375.1,312.6,44.647247,-81.252725,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:34:34.920,2025-02-06,35550,373.0,312.5,44.664219,-81.278597,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:34:51.250,2025-02-06,35800,373.0,312.5,44.683352,-81.307805,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:35:07.900,2025-02-06,36050,373.0,312.5,44.702682,-81.337346,c060ba,UNKNOWN,1,UNKNOWN_leg1
2025-02-07 02:35:25.880,2025-02-06,36300,373.0,312.5,44.723602,-81.369389,c060ba,UNKNOWN,1,UNKNOWN_leg1
