flight,point_time,flight_date_pst,point_time_pst_clean,altitude,ground_speed,heading,lat,lon,icao,call_sign,leg_id,flight_leg,geometry
,2025-02-04 00:09:32.340,2025-02-03,16:09:32,28975,423.3,149.3,39.27994,-111.176575,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.176575 39.27994)
SKW4012 ,2025-02-04 00:09:46.760,2025-02-03,16:09:46,29275,424.1,149.4,39.255249,-111.157757,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.157757 39.255249)
,2025-02-04 00:10:01.830,2025-02-03,16:10:01,29550,426.4,149.4,39.230072,-111.138591,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.138591 39.230072)
,2025-02-04 00:10:18.180,2025-02-03,16:10:18,29800,429.1,149.3,39.202617,-111.117676,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.117676 39.202617)
,2025-02-04 00:10:32.400,2025-02-03,16:10:32,30050,430.8,149.4,39.177612,-111.098706,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.098706 39.177612)
SKW4012 ,2025-02-04 00:10:45.970,2025-02-03,16:10:45,30350,429.1,149.3,39.154668,-111.081238,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.081238 39.154668)
,2025-02-04 00:10:59.510,2025-02-03,16:10:59,30675,427.2,149.5,39.131485,-111.06366,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.06366 39.131485)
,2025-02-04 00:11:12.900,2025-02-03,16:11:12,30975,426.4,149.4,39.108673,-111.046401,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.046401 39.108673)
,2025-02-04 00:11:26.630,2025-02-03,16:11:26,31275,425.0,149.4,39.085602,-111.028907,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.028907 39.085602)
SKW4012 ,2025-02-04 00:11:40.420,2025-02-03,16:11:40,31600,423.6,149.5,39.062262,-111.011169,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-111.011169 39.062262)
,2025-02-04 00:11:54.880,2025-02-03,16:11:54,31900,422.2,149.6,39.037674,-110.992604,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.992604 39.037674)
,2025-02-04 00:12:10.620,2025-02-03,16:12:10,32150,423.1,149.6,39.011055,-110.972534,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.972534 39.011055)
,2025-02-04 00:12:28.580,2025-02-03,16:12:28,32375,425.0,149.4,38.980609,-110.949524,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.949524 38.980609)
SKW4012 ,2025-02-04 00:12:43.240,2025-02-03,16:12:43,32650,423.6,149.5,38.956263,-110.931152,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.931152 38.956263)
,2025-02-04 00:12:56.920,2025-02-03,16:12:56,32950,421.4,149.5,38.933359,-110.913879,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.913879 38.933359)
,2025-02-04 00:13:10.620,2025-02-03,16:13:10,33250,420.0,149.5,38.910187,-110.896414,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.896414 38.910187)
,2025-02-04 00:13:26.720,2025-02-03,16:13:26,33525,420.0,149.5,38.88327,-110.876113,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.876113 38.88327)
SKW4012 ,2025-02-04 00:13:41.490,2025-02-03,16:13:41,33800,418.6,149.6,38.858643,-110.857663,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.857663 38.858643)
,2025-02-04 00:13:58.530,2025-02-03,16:13:58,34050,420.0,149.5,38.829895,-110.836049,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.836049 38.829895)
,2025-02-04 00:14:15.850,2025-02-03,16:14:15,34300,420.9,149.6,38.801056,-110.814375,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.814375 38.801056)
,2025-02-04 00:14:25.380,2025-02-03,16:14:25,34375,423.4,147.7,38.785034,-110.801956,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.801956 38.785034)
SKW4012 ,2025-02-04 00:14:32.860,2025-02-03,16:14:32,34475,426.7,145.1,38.772629,-110.791327,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.791327 38.772629)
,2025-02-04 00:14:40.480,2025-02-03,16:14:40,34600,428.8,142.7,38.760836,-110.780212,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.780212 38.760836)
,2025-02-04 00:14:48.150,2025-02-03,16:14:48,34775,429.6,140.2,38.748734,-110.767862,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.767862 38.748734)
,2025-02-04 00:14:55.840,2025-02-03,16:14:55,34950,430.5,138.0,38.737381,-110.755144,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.755144 38.737381)
SKW4012 ,2025-02-04 00:14:59.180,2025-02-03,16:14:59,35000,432.3,137.2,38.732253,-110.749146,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.749146 38.732253)
,2025-02-04 00:15:02.750,2025-02-03,16:15:02,35000,434.2,136.1,38.727179,-110.74292,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.74292 38.727179)
,2025-02-04 00:15:17.800,2025-02-03,16:15:17,35000,434.2,134.8,38.705704,-110.715498,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.715498 38.705704)
,2025-02-04 00:15:37.260,2025-02-03,16:15:37,35000,429.2,134.9,38.678146,-110.68021,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.68021 38.678146)
SKW4012 ,2025-02-04 00:15:57.100,2025-02-03,16:15:57,35000,428.5,135.0,38.650589,-110.645102,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.645102 38.650589)
,2025-02-04 00:16:16.550,2025-02-03,16:16:16,35000,429.2,135.1,38.623461,-110.610535,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.610535 38.623461)
,2025-02-04 00:16:36.110,2025-02-03,16:16:36,35000,430.6,135.1,38.59552,-110.575004,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.575004 38.59552)
,2025-02-04 00:16:55.690,2025-02-03,16:16:55,35000,432.8,135.2,38.56778,-110.539836,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.539836 38.56778)
SKW4012 ,2025-02-04 00:17:15.300,2025-02-03,16:17:15,35000,436.3,135.3,38.540039,-110.504761,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.504761 38.540039)
,2025-02-04 00:17:35.010,2025-02-03,16:17:35,35000,437.7,135.1,38.511658,-110.468783,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.468783 38.511658)
,2025-02-04 00:17:54.610,2025-02-03,16:17:54,35000,438.4,135.2,38.483245,-110.432861,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.432861 38.483245)
,2025-02-04 00:18:14.220,2025-02-03,16:18:14,35000,438.4,135.2,38.455035,-110.397156,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.397156 38.455035)
SKW4012 ,2025-02-04 00:18:34.200,2025-02-03,16:18:34,35000,438.4,135.2,38.426376,-110.361069,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.361069 38.426376)
,2025-02-04 00:18:53.890,2025-02-03,16:18:53,35000,436.3,135.3,38.398008,-110.325304,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.325304 38.398008)
,2025-02-04 00:19:13.880,2025-02-03,16:19:13,35000,435.6,135.2,38.369614,-110.289527,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.289527 38.369614)
,2025-02-04 00:19:33.880,2025-02-03,16:19:33,35000,436.3,135.3,38.341049,-110.253647,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.253647 38.341049)
SKW4012 ,2025-02-04 00:19:53.320,2025-02-03,16:19:53,35000,436.3,135.3,38.313097,-110.218546,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.218546 38.313097)
,2025-02-04 00:20:13.120,2025-02-03,16:20:13,35000,437.0,135.4,38.284467,-110.182601,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.182601 38.284467)
,2025-02-04 00:20:33.020,2025-02-03,16:20:33,35000,434.9,135.3,38.256042,-110.146997,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.146997 38.256042)
,2025-02-04 00:20:52.890,2025-02-03,16:20:52,35000,432.8,135.4,38.227674,-110.111489,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.111489 38.227674)
SKW4012 ,2025-02-04 00:21:12.530,2025-02-03,16:21:12,35000,432.1,135.5,38.199789,-110.076679,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.076679 38.199789)
,2025-02-04 00:21:32.190,2025-02-03,16:21:32,35000,429.9,135.4,38.171951,-110.041869,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.041869 38.171951)
,2025-02-04 00:21:51.720,2025-02-03,16:21:51,35000,429.2,135.5,38.144112,-110.007119,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-110.007119 38.144112)
,2025-02-04 00:22:11.520,2025-02-03,16:22:11,35000,429.9,135.6,38.11615,-109.972326,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.972326 38.11615)
SKW4012 ,2025-02-04 00:22:31.250,2025-02-03,16:22:31,35000,432.1,135.5,38.08797,-109.93732,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.93732 38.08797)
,2025-02-04 00:22:50.810,2025-02-03,16:22:50,35000,432.8,135.6,38.060039,-109.902569,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.902569 38.060039)
,2025-02-04 00:23:10.550,2025-02-03,16:23:10,35000,433.5,135.5,38.031968,-109.8677,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.8677 38.031968)
,2025-02-04 00:23:30.260,2025-02-03,16:23:30,35000,434.2,135.6,38.003897,-109.83289,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.83289 38.003897)
SKW4012 ,2025-02-04 00:23:49.880,2025-02-03,16:23:49,35000,435.6,135.6,37.975433,-109.797655,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.797655 37.975433)
,2025-02-04 00:24:09.410,2025-02-03,16:24:09,35000,436.3,135.6,37.947098,-109.762651,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.762651 37.947098)
,2025-02-04 00:24:29.080,2025-02-03,16:24:29,35000,436.3,135.6,37.919032,-109.727923,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.727923 37.919032)
,2025-02-04 00:24:48.970,2025-02-03,16:24:48,35000,436.3,135.6,37.889969,-109.692058,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.692058 37.889969)
SKW4012 ,2025-02-04 00:25:08.500,2025-02-03,16:25:08,35000,439.1,135.6,37.861773,-109.657288,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.657288 37.861773)
,2025-02-04 00:25:28.290,2025-02-03,16:25:28,35000,441.3,135.7,37.832977,-109.621816,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.621816 37.832977)
,2025-02-04 00:25:47.880,2025-02-03,16:25:47,35000,440.6,135.6,37.804321,-109.586578,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.586578 37.804321)
,2025-02-04 00:25:52.960,2025-02-03,16:25:52,34950,439.9,135.7,37.797019,-109.577577,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.577577 37.797019)
SKW4012 ,2025-02-04 00:26:03.440,2025-02-03,16:26:03,34775,438.4,135.7,37.781889,-109.559008,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.559008 37.781889)
,2025-02-04 00:26:14.820,2025-02-03,16:26:14,34500,437.7,135.8,37.76532,-109.538659,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.538659 37.76532)
,2025-02-04 00:26:26.670,2025-02-03,16:26:26,34125,439.2,135.8,37.748139,-109.51757,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.51757 37.748139)
,2025-02-04 00:26:33.920,2025-02-03,16:26:33,33875,440.6,135.8,37.737396,-109.504414,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.504414 37.737396)
SKW4012 ,2025-02-04 00:26:35.900,2025-02-03,16:26:35,33825,440.6,135.8,37.734467,-109.500849,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.500849 37.734467)
,2025-02-04 00:26:51.940,2025-02-03,16:26:51,33550,444.8,135.8,37.710983,-109.472039,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.472039 37.710983)
,2025-02-04 00:27:08.430,2025-02-03,16:27:08,33300,447.6,135.8,37.686584,-109.442178,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.442178 37.686584)
,2025-02-04 00:27:23.610,2025-02-03,16:27:23,33025,448.4,135.9,37.664017,-109.414653,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.414653 37.664017)
SKW4012 ,2025-02-04 00:27:27.400,2025-02-03,16:27:27,33000,447.6,135.8,37.658293,-109.407587,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.407587 37.658293)
,2025-02-04 00:27:47.320,2025-02-03,16:27:47,33000,444.8,135.8,37.628732,-109.371464,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.371464 37.628732)
,2025-02-04 00:28:06.940,2025-02-03,16:28:06,33000,445.5,135.9,37.599824,-109.336176,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.336176 37.599824)
,2025-02-04 00:28:26.440,2025-02-03,16:28:26,33000,445.5,135.9,37.570821,-109.300829,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.300829 37.570821)
SKW4012 ,2025-02-04 00:28:46.400,2025-02-03,16:28:46,33000,444.8,136.0,37.541428,-109.265111,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.265111 37.541428)
,2025-02-04 00:29:06.030,2025-02-03,16:29:06,33000,444.1,135.9,37.512405,-109.229756,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.229756 37.512405)
,2025-02-04 00:29:25.890,2025-02-03,16:29:25,33000,444.1,135.9,37.483017,-109.19405,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.19405 37.483017)
,2025-02-04 00:29:45.660,2025-02-03,16:29:45,33000,441.3,135.9,37.454041,-109.158871,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.158871 37.454041)
SKW4012 ,2025-02-04 00:30:05.430,2025-02-03,16:30:05,33000,442.0,136.0,37.425066,-109.123794,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.123794 37.425066)
,2025-02-04 00:30:25.290,2025-02-03,16:30:25,33000,444.1,136.1,37.395676,-109.088278,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.088278 37.395676)
,2025-02-04 00:30:45.140,2025-02-03,16:30:45,33000,446.3,136.0,37.36615,-109.052514,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.052514 37.36615)
,2025-02-04 00:31:04.840,2025-02-03,16:31:04,33000,447.0,136.1,37.336853,-109.017217,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-109.017217 37.336853)
SKW4012 ,2025-02-04 00:31:24.750,2025-02-03,16:31:24,33000,447.0,136.1,37.30719,-108.981395,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.981395 37.30719)
,2025-02-04 00:31:44.310,2025-02-03,16:31:44,33000,448.4,136.1,37.277939,-108.946157,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.946157 37.277939)
,2025-02-04 00:32:04.260,2025-02-03,16:32:04,33000,448.4,136.1,37.248308,-108.910516,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.910516 37.248308)
,2025-02-04 00:32:23.870,2025-02-03,16:32:23,33000,447.0,136.1,37.219026,-108.875288,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.875288 37.219026)
SKW4012 ,2025-02-04 00:32:43.870,2025-02-03,16:32:43,33000,446.3,136.2,37.189093,-108.839344,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.839344 37.189093)
,2025-02-04 00:33:03.680,2025-02-03,16:33:03,33000,444.9,136.2,37.159744,-108.804152,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.804152 37.159744)
,2025-02-04 00:33:23.270,2025-02-03,16:33:23,33000,444.9,136.2,37.130447,-108.769031,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.769031 37.130447)
,2025-02-04 00:33:42.910,2025-02-03,16:33:42,33000,444.9,136.2,37.101334,-108.734202,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.734202 37.101334)
SKW4012 ,2025-02-04 00:34:02.340,2025-02-03,16:34:02,33000,445.6,136.3,37.072266,-108.699432,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.699432 37.072266)
,2025-02-04 00:34:21.940,2025-02-03,16:34:21,33000,447.0,136.3,37.043292,-108.664876,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.664876 37.043292)
,2025-02-04 00:34:41.420,2025-02-03,16:34:41,33000,444.9,136.4,37.014103,-108.630006,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.630006 37.014103)
,2025-02-04 00:35:01.360,2025-02-03,16:35:01,33000,444.2,136.3,36.984356,-108.594599,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.594599 36.984356)
SKW4012 ,2025-02-04 00:35:20.940,2025-02-03,16:35:20,33000,443.5,136.4,36.955261,-108.559968,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.559968 36.955261)
,2025-02-04 00:35:40.490,2025-02-03,16:35:40,33000,443.5,136.4,36.926422,-108.525696,a2644a,SKW4012,1,SKW4012_2025-02-03_leg1,POINT (-108.525696 36.926422)
