flight,point_time,flight_date_pst,point_time_pst_clean,altitude,ground_speed,heading,lat,lon,icao,call_sign,leg_id,flight_leg,geometry
AAL1479 ,2025-02-04 00:00:01.650,2025-02-03,16:00:01,6125,282.3,137.1,33.385757,-111.812311,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.812311 33.385757)
,2025-02-04 00:00:04.830,2025-02-03,16:00:04,6225,283.7,136.9,33.382703,-111.80887,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.80887 33.382703)
,2025-02-04 00:00:07.360,2025-02-03,16:00:07,6325,285.1,136.6,33.38031,-111.806158,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.806158 33.38031)
,2025-02-04 00:00:10.670,2025-02-03,16:00:10,6425,287.2,136.4,33.377106,-111.802533,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.802533 33.377106)
AAL1479 ,2025-02-04 00:00:13.570,2025-02-03,16:00:13,6525,288.6,136.1,33.374313,-111.799347,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.799347 33.374313)
,2025-02-04 00:00:16.520,2025-02-03,16:00:16,6625,289.2,136.0,33.371521,-111.796106,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.796106 33.371521)
,2025-02-04 00:00:19.460,2025-02-03,16:00:19,6725,291.4,135.8,33.368598,-111.792783,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.792783 33.368598)
,2025-02-04 00:00:22.420,2025-02-03,16:00:22,6825,292.1,135.7,33.365707,-111.789404,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.789404 33.365707)
AAL1479 ,2025-02-04 00:00:24.980,2025-02-03,16:00:24,6925,292.8,135.6,33.363281,-111.786548,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.786548 33.363281)
,2025-02-04 00:00:29.250,2025-02-03,16:00:29,7125,292.7,135.3,33.359241,-111.781797,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.781797 33.359241)
,2025-02-04 00:00:34.120,2025-02-03,16:00:34,7325,292.8,135.6,33.354399,-111.776136,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.776136 33.354399)
,2025-02-04 00:00:38.130,2025-02-03,16:00:38,7525,292.1,136.0,33.35051,-111.771606,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.771606 33.35051)
AAL1479 ,2025-02-04 00:00:42.230,2025-02-03,16:00:42,7725,290.7,136.2,33.346625,-111.767167,a06f8a,AAL1479,1,AAL1479_2025-02-03_leg1,POINT (-111.767167 33.346625)
