point_time,flight_date_pst,altitude,ground_speed,heading,lat,lon,icao,call_sign,leg_id,flight_leg,geometry
2025-02-07 01:59:54.960,2025-02-06,225,152.3,76.3,42.358566,-70.997273,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.997273 42.358566)
2025-02-07 01:59:56.060,2025-02-06,225,156.4,76.3,42.358749,-70.996337,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.996337 42.358749)
2025-02-07 01:59:57.140,2025-02-06,225,160.6,76.3,42.358952,-70.995249,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.995249 42.358952)
2025-02-07 01:59:57.790,2025-02-06,225,164.7,76.3,42.359024,-70.994714,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.994714 42.359024)
2025-02-07 01:59:58.940,2025-02-06,225,168.6,76.6,42.359231,-70.993525,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.993525 42.359231)
2025-02-07 01:59:59.980,2025-02-06,250,171.7,76.5,42.359436,-70.992341,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.992341 42.359436)
2025-02-07 02:00:01.070,2025-02-06,275,175.4,77.2,42.359619,-70.991155,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.991155 42.359619)
2025-02-07 02:00:01.960,2025-02-06,325,176.6,76.9,42.35979,-70.990203,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.990203 42.35979)
2025-02-07 02:00:03.010,2025-02-06,350,177.6,77.0,42.359985,-70.988971,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.988971 42.359985)
2025-02-07 02:00:03.700,2025-02-06,375,178.5,77.1,42.360069,-70.988479,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.988479 42.360069)
2025-02-07 02:00:05.670,2025-02-06,475,178.3,77.4,42.360488,-70.986179,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.986179 42.360488)
2025-02-07 02:00:07.050,2025-02-06,550,178.1,77.7,42.360721,-70.984582,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.984582 42.360721)
2025-02-07 02:00:08.700,2025-02-06,625,176.7,78.2,42.360992,-70.982978,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.982978 42.360992)
2025-02-07 02:00:10.100,2025-02-06,725,176.5,78.6,42.361233,-70.981261,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.981261 42.361233)
2025-02-07 02:00:11.740,2025-02-06,825,176.1,79.2,42.36145,-70.979607,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.979607 42.36145)
2025-02-07 02:00:13.100,2025-02-06,925,175.1,79.1,42.361679,-70.978109,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.978109 42.361679)
2025-02-07 02:00:14.750,2025-02-06,1025,174.2,79.1,42.361931,-70.976406,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.976406 42.361931)
2025-02-07 02:00:15.840,2025-02-06,1100,174.2,79.1,42.362071,-70.975384,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.975384 42.362071)
2025-02-07 02:00:17.060,2025-02-06,1200,174.2,79.1,42.362304,-70.973851,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.973851 42.362304)
2025-02-07 02:00:18.570,2025-02-06,1275,174.3,78.8,42.362503,-70.972366,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.972366 42.362503)
2025-02-07 02:00:20.160,2025-02-06,1375,175.3,78.8,42.362778,-70.970619,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.970619 42.362778)
2025-02-07 02:00:22.150,2025-02-06,1450,176.5,78.6,42.363095,-70.968486,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.968486 42.363095)
2025-02-07 02:00:23.620,2025-02-06,1525,178.7,78.4,42.363327,-70.966811,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.966811 42.363327)
2025-02-07 02:00:25.480,2025-02-06,1600,178.9,78.1,42.363654,-70.964845,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.964845 42.363654)
2025-02-07 02:00:27.020,2025-02-06,1625,179.1,77.8,42.36398,-70.962993,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.962993 42.36398)
2025-02-07 02:00:30.070,2025-02-06,1700,182.7,77.0,42.364517,-70.959695,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.959695 42.364517)
2025-02-07 02:00:33.490,2025-02-06,1750,187.2,76.4,42.36519,-70.955775,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.955775 42.36519)
2025-02-07 02:00:34.920,2025-02-06,1775,190.6,76.0,42.365516,-70.95405,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.95405 42.365516)
2025-02-07 02:00:36.580,2025-02-06,1800,194.0,75.7,42.365888,-70.952198,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.952198 42.365888)
2025-02-07 02:00:39.210,2025-02-06,1825,198.4,75.4,42.366486,-70.94902,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.94902 42.366486)
2025-02-07 02:00:40.180,2025-02-06,1825,200.6,75.3,42.36668,-70.947919,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.947919 42.36668)
2025-02-07 02:00:41.190,2025-02-06,1825,203.7,75.2,42.366959,-70.946705,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.946705 42.366959)
2025-02-07 02:00:42.060,2025-02-06,1825,205.9,75.1,42.367145,-70.945555,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.945555 42.367145)
2025-02-07 02:00:42.990,2025-02-06,1825,209.1,75.0,42.367424,-70.944278,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.944278 42.367424)
2025-02-07 02:00:44.490,2025-02-06,1850,211.3,74.9,42.367797,-70.942489,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.942489 42.367797)
2025-02-07 02:00:45.870,2025-02-06,1850,215.4,74.9,42.368169,-70.940509,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.940509 42.368169)
2025-02-07 02:00:48.000,2025-02-06,1875,219.3,75.2,42.368729,-70.937597,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.937597 42.368729)
2025-02-07 02:00:49.710,2025-02-06,1900,221.0,75.6,42.3691,-70.935591,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.935591 42.3691)
2025-02-07 02:00:51.210,2025-02-06,1950,224.8,75.8,42.369566,-70.933291,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.933291 42.369566)
2025-02-07 02:00:53.880,2025-02-06,1975,229.7,76.2,42.370193,-70.929794,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.929794 42.370193)
2025-02-07 02:00:56.870,2025-02-06,2050,234.3,76.7,42.370916,-70.925563,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.925563 42.370916)
2025-02-07 02:01:00.620,2025-02-06,2125,238.7,77.4,42.3718,-70.920197,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.920197 42.3718)
2025-02-07 02:01:03.060,2025-02-06,2200,242.8,78.6,42.372359,-70.916493,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.916493 42.372359)
2025-02-07 02:01:05.970,2025-02-06,2300,245.7,78.7,42.373032,-70.911942,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.911942 42.373032)
2025-02-07 02:01:09.000,2025-02-06,2375,248.7,78.9,42.373709,-70.907422,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.907422 42.373709)
2025-02-07 02:01:09.890,2025-02-06,2425,248.9,78.6,42.373947,-70.905887,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.905887 42.373947)
2025-02-07 02:01:12.040,2025-02-06,2525,249.1,78.4,42.374405,-70.902828,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.902828 42.374405)
2025-02-07 02:01:14.660,2025-02-06,2625,249.7,77.7,42.375046,-70.89902,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.89902 42.375046)
2025-02-07 02:01:16.170,2025-02-06,2725,249.9,77.5,42.375458,-70.896461,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.896461 42.375458)
2025-02-07 02:01:18.420,2025-02-06,2825,250.6,76.8,42.376053,-70.89309,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.89309 42.376053)
2025-02-07 02:01:20.340,2025-02-06,2925,251.0,76.4,42.376556,-70.890219,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.890219 42.376556)
2025-02-07 02:01:22.780,2025-02-06,3025,251.3,76.2,42.377243,-70.886411,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.886411 42.377243)
2025-02-07 02:01:24.860,2025-02-06,3125,253.2,75.4,42.377838,-70.883352,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.883352 42.377838)
2025-02-07 02:01:26.870,2025-02-06,3225,253.5,75.1,42.378479,-70.880106,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.880106 42.378479)
2025-02-07 02:01:29.440,2025-02-06,3325,254.7,75.0,42.379202,-70.876444,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.876444 42.379202)
2025-02-07 02:01:31.440,2025-02-06,3425,255.7,75.0,42.379807,-70.873314,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.873314 42.379807)
2025-02-07 02:01:32.960,2025-02-06,3525,255.7,75.0,42.380319,-70.870695,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.870695 42.380319)
2025-02-07 02:01:35.340,2025-02-06,3625,256.4,75.3,42.381018,-70.867182,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.867182 42.381018)
2025-02-07 02:01:36.930,2025-02-06,3725,256.4,75.3,42.381483,-70.864691,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.864691 42.381483)
2025-02-07 02:01:38.940,2025-02-06,3825,256.1,75.5,42.382095,-70.861567,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.861567 42.382095)
2025-02-07 02:01:40.840,2025-02-06,3900,256.8,75.8,42.382647,-70.858623,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.858623 42.382647)
2025-02-07 02:01:42.400,2025-02-06,3975,258.5,76.1,42.383102,-70.856136,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.856136 42.383102)
2025-02-07 02:01:44.330,2025-02-06,4025,260.5,76.2,42.383671,-70.852938,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.852938 42.383671)
2025-02-07 02:01:46.240,2025-02-06,4075,263.4,76.4,42.384183,-70.850064,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.850064 42.384183)
2025-02-07 02:01:48.180,2025-02-06,4100,267.5,76.4,42.384796,-70.846773,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.846773 42.384796)
2025-02-07 02:01:50.150,2025-02-06,4150,270.7,76.3,42.385394,-70.843485,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.843485 42.385394)
2025-02-07 02:01:51.680,2025-02-06,4150,274.8,76.3,42.385849,-70.840967,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.840967 42.385849)
2025-02-07 02:01:53.940,2025-02-06,4200,278.7,76.5,42.386536,-70.837097,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.837097 42.386536)
2025-02-07 02:01:57.010,2025-02-06,4250,282.1,76.3,42.387488,-70.831923,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.831923 42.387488)
2025-02-07 02:01:59.080,2025-02-06,4300,285.7,75.0,42.388187,-70.828538,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.828538 42.388187)
2025-02-07 02:02:01.870,2025-02-06,4400,288.1,72.0,42.389282,-70.823739,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.823739 42.389282)
2025-02-07 02:02:04.510,2025-02-06,4475,290.2,67.9,42.39061,-70.819182,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.819182 42.39061)
2025-02-07 02:02:07.430,2025-02-06,4575,292.5,63.2,42.392376,-70.81423,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.81423 42.392376)
2025-02-07 02:02:10.500,2025-02-06,4650,294.5,58.5,42.394455,-70.809507,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.809507 42.394455)
2025-02-07 02:02:13.620,2025-02-06,4725,295.2,53.4,42.396881,-70.804887,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.804887 42.396881)
2025-02-07 02:02:16.110,2025-02-06,4825,296.9,48.7,42.399078,-70.801329,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.801329 42.399078)
2025-02-07 02:02:19.170,2025-02-06,4925,297.0,45.5,42.402054,-70.797209,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.797209 42.402054)
2025-02-07 02:02:21.270,2025-02-06,5025,295.8,40.5,42.404114,-70.794775,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.794775 42.404114)
2025-02-07 02:02:23.560,2025-02-06,5125,293.4,37.1,42.406586,-70.792216,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.792216 42.406586)
2025-02-07 02:02:25.380,2025-02-06,5225,291.8,34.0,42.408691,-70.790218,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.790218 42.408691)
2025-02-07 02:02:27.360,2025-02-06,5325,289.8,31.2,42.410858,-70.788425,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.788425 42.410858)
2025-02-07 02:02:28.940,2025-02-06,5425,289.0,30.1,42.412674,-70.786972,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.786972 42.412674)
2025-02-07 02:02:30.810,2025-02-06,5525,288.1,28.2,42.41478,-70.785411,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.785411 42.41478)
2025-02-07 02:02:33.000,2025-02-06,5625,286.7,26.7,42.417422,-70.783635,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.783635 42.417422)
2025-02-07 02:02:34.510,2025-02-06,5725,286.3,25.7,42.419423,-70.782293,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.782293 42.419423)
2025-02-07 02:02:36.060,2025-02-06,5825,285.8,25.5,42.421099,-70.781207,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.781207 42.421099)
2025-02-07 02:02:37.460,2025-02-06,5900,284.1,25.2,42.422868,-70.780058,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.780058 42.422868)
2025-02-07 02:02:39.160,2025-02-06,6000,284.5,25.4,42.424896,-70.778795,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.778795 42.424896)
2025-02-07 02:02:40.710,2025-02-06,6100,284.0,25.7,42.426685,-70.77763,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.77763 42.426685)
2025-02-07 02:02:42.250,2025-02-06,6200,283.6,25.5,42.428454,-70.776481,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.776481 42.428454)
2025-02-07 02:02:44.000,2025-02-06,6300,283.2,25.3,42.430618,-70.775112,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.775112 42.430618)
2025-02-07 02:02:45.460,2025-02-06,6375,283.2,24.9,42.432266,-70.774113,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.774113 42.432266)
2025-02-07 02:02:47.010,2025-02-06,6475,281.7,23.6,42.434326,-70.772989,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.772989 42.434326)
2025-02-07 02:02:48.740,2025-02-06,6575,280.4,22.0,42.436249,-70.771928,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.771928 42.436249)
2025-02-07 02:02:51.120,2025-02-06,6675,280.4,20.9,42.439161,-70.77054,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.77054 42.439161)
2025-02-07 02:02:53.040,2025-02-06,6750,278.4,17.1,42.44165,-70.769556,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.769556 42.44165)
2025-02-07 02:02:55.510,2025-02-06,6850,277.0,12.9,42.444515,-70.768624,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.768624 42.444515)
2025-02-07 02:02:57.920,2025-02-06,6950,273.5,7.8,42.447774,-70.767922,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.767922 42.447774)
2025-02-07 02:03:01.790,2025-02-06,7100,271.3,2.8,42.452408,-70.767434,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.767434 42.452408)
2025-02-07 02:03:04.770,2025-02-06,7225,268.0,359.1,42.456116,-70.767559,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.767559 42.456116)
2025-02-07 02:03:07.270,2025-02-06,7325,264.4,354.1,42.459274,-70.767996,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.767996 42.459274)
2025-02-07 02:03:10.210,2025-02-06,7450,260.8,349.0,42.462708,-70.768932,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.768932 42.462708)
2025-02-07 02:03:13.110,2025-02-06,7575,257.3,343.8,42.466003,-70.77018,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.77018 42.466003)
2025-02-07 02:03:16.030,2025-02-06,7700,253.9,339.0,42.469208,-70.771803,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.771803 42.469208)
2025-02-07 02:03:20.000,2025-02-06,7850,251.3,334.0,42.473328,-70.774363,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.774363 42.473328)
2025-02-07 02:03:25.060,2025-02-06,8025,251.3,330.2,42.478592,-70.778295,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.778295 42.478592)
2025-02-07 02:03:29.640,2025-02-06,8225,252.4,329.3,42.483124,-70.781916,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.781916 42.483124)
2025-02-07 02:03:34.690,2025-02-06,8425,256.9,331.1,42.488414,-70.785934,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.785934 42.488414)
2025-02-07 02:03:39.320,2025-02-06,8625,260.7,333.3,42.493332,-70.789344,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.789344 42.493332)
2025-02-07 02:03:44.040,2025-02-06,8825,264.0,335.4,42.498642,-70.792652,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.792652 42.498642)
2025-02-07 02:03:48.130,2025-02-06,9025,266.6,336.8,42.503311,-70.795337,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.795337 42.503311)
2025-02-07 02:03:52.430,2025-02-06,9225,264.9,335.5,42.507966,-70.798262,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.798262 42.507966)
2025-02-07 02:03:56.060,2025-02-06,9425,260.9,331.4,42.511917,-70.801142,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.801142 42.511917)
2025-02-07 02:03:58.940,2025-02-06,9575,258.2,327.2,42.514847,-70.803639,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.803639 42.514847)
2025-02-07 02:04:02.480,2025-02-06,9750,254.3,321.9,42.51796,-70.806947,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.806947 42.51796)
2025-02-07 02:04:05.110,2025-02-06,9875,251.1,316.1,42.520162,-70.809823,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.809823 42.520162)
2025-02-07 02:04:08.650,2025-02-06,10025,247.5,310.6,42.522858,-70.814001,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.814001 42.522858)
2025-02-07 02:04:11.520,2025-02-06,10175,244.1,304.1,42.524734,-70.817621,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.817621 42.524734)
2025-02-07 02:04:15.470,2025-02-06,10375,241.5,300.1,42.527023,-70.822678,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.822678 42.527023)
2025-02-07 02:04:19.490,2025-02-06,10575,240.8,298.8,42.52924,-70.828027,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.828027 42.52924)
2025-02-07 02:04:23.220,2025-02-06,10775,241.9,299.7,42.531288,-70.832881,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.832881 42.531288)
2025-02-07 02:04:27.510,2025-02-06,10950,243.4,301.7,42.533802,-70.838502,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.838502 42.533802)
2025-02-07 02:04:29.400,2025-02-06,11025,246.0,302.7,42.534966,-70.84093,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.84093 42.534966)
2025-02-07 02:04:31.860,2025-02-06,11100,248.2,303.5,42.536636,-70.844338,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.844338 42.536636)
2025-02-07 02:04:37.480,2025-02-06,11225,256.6,306.6,42.54039,-70.851454,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.851454 42.54039)
2025-02-07 02:04:44.970,2025-02-06,11400,265.8,307.8,42.545883,-70.861255,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.861255 42.545883)
2025-02-07 02:04:52.110,2025-02-06,11500,274.4,307.8,42.551468,-70.87093,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.87093 42.551468)
2025-02-07 02:04:57.700,2025-02-06,11575,283.0,307.7,42.555817,-70.878546,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.878546 42.555817)
2025-02-07 02:05:05.280,2025-02-06,11700,293.0,308.9,42.562152,-70.889346,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.889346 42.562152)
2025-02-07 02:05:09.230,2025-02-06,11775,297.4,308.7,42.565613,-70.89515,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.89515 42.565613)
2025-02-07 02:05:12.180,2025-02-06,11850,299.4,308.9,42.56813,-70.899332,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.899332 42.56813)
2025-02-07 02:05:22.130,2025-02-06,12150,306.3,308.1,42.576828,-70.914064,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.914064 42.576828)
2025-02-07 02:05:25.870,2025-02-06,12225,310.7,307.9,42.580168,-70.919878,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.919878 42.580168)
2025-02-07 02:05:34.180,2025-02-06,12325,320.6,307.0,42.587523,-70.932972,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.932972 42.587523)
2025-02-07 02:05:40.960,2025-02-06,12400,328.8,306.6,42.593668,-70.94415,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.94415 42.593668)
2025-02-07 02:05:47.330,2025-02-06,12525,334.8,306.2,42.599442,-70.954701,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.954701 42.599442)
2025-02-07 02:05:53.890,2025-02-06,12725,337.8,306.1,42.605484,-70.965937,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.965937 42.605484)
2025-02-07 02:05:57.630,2025-02-06,12875,340.4,306.4,42.608963,-70.972304,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.972304 42.608963)
2025-02-07 02:06:06.520,2025-02-06,13275,341.6,307.5,42.617503,-70.987648,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.987648 42.617503)
2025-02-07 02:06:09.910,2025-02-06,13400,343.6,307.7,42.620819,-70.993465,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.993465 42.620819)
2025-02-07 02:06:13.210,2025-02-06,13500,345.6,307.8,42.623927,-70.99889,a11f59,UAL2400,1,UAL2400_leg1,POINT (-70.99889 42.623927)
2025-02-07 02:06:25.420,2025-02-06,13850,352.8,307.8,42.636154,-71.020244,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.020244 42.636154)
2025-02-07 02:06:29.780,2025-02-06,14000,355.0,307.7,42.640503,-71.027797,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.027797 42.640503)
2025-02-07 02:06:35.540,2025-02-06,14225,356.3,307.9,42.646272,-71.037853,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.037853 42.646272)
2025-02-07 02:06:44.240,2025-02-06,14625,357.5,308.2,42.655243,-71.053328,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.053328 42.655243)
2025-02-07 02:06:51.910,2025-02-06,14950,359.1,308.0,42.663078,-71.067044,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.067044 42.663078)
2025-02-07 02:07:02.990,2025-02-06,15325,363.0,307.5,42.674343,-71.086781,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.086781 42.674343)
2025-02-07 02:07:12.810,2025-02-06,15725,365.0,306.9,42.684305,-71.104601,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.104601 42.684305)
2025-02-07 02:07:24.010,2025-02-06,16100,368.6,307.6,42.695804,-71.125169,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.125169 42.695804)
2025-02-07 02:07:34.930,2025-02-06,16500,371.9,308.0,42.707349,-71.145289,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.145289 42.707349)
2025-02-07 02:07:46.140,2025-02-06,16875,375.6,307.8,42.719173,-71.165857,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.165857 42.719173)
2025-02-07 02:07:57.930,2025-02-06,17225,380.6,307.7,42.731918,-71.188223,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.188223 42.731918)
2025-02-07 02:08:05.620,2025-02-06,17500,381.4,307.6,42.740112,-71.202642,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.202642 42.740112)
2025-02-07 02:08:15.310,2025-02-06,17875,382.2,307.6,42.750595,-71.221057,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.221057 42.750595)
2025-02-07 02:08:23.600,2025-02-06,18275,382.2,307.6,42.759534,-71.236821,a11f59,UAL2400,1,UAL2400_leg1,POINT (-71.236821 42.759534)
