flight,flight_date_pst,point_time_pst_clean,altitude,ground_speed,heading,lat,lon,icao,call_sign,geometry
,2025-01-29,17:37:19,4050,208.2,177.8,38.60495,-77.105812,a97753,JIA5342,POINT (-77.105812 38.60495)
,2025-01-29,17:37:39,4025,210.1,178.1,38.585953,-77.104976,a97753,JIA5342,POINT (-77.104976 38.585953)
JIA5342 ,2025-01-29,17:37:49,4050,215.1,178.4,38.576769,-77.104614,a97753,JIA5342,POINT (-77.104614 38.576769)
,2025-01-29,17:38:08,4050,219.2,177.6,38.55661,-77.103723,a97753,JIA5342,POINT (-77.103723 38.55661)
,2025-01-29,17:38:28,4050,218.1,178.2,38.536789,-77.102887,a97753,JIA5342,POINT (-77.102887 38.536789)
,2025-01-29,17:38:35,4050,219.6,175.8,38.529611,-77.102356,a97753,JIA5342,POINT (-77.102356 38.529611)
JIA5342 ,2025-01-29,17:38:38,4050,221.6,171.2,38.526353,-77.101685,a97753,JIA5342,POINT (-77.101685 38.526353)
,2025-01-29,17:38:41,4050,223.9,164.7,38.52356,-77.100647,a97753,JIA5342,POINT (-77.100647 38.52356)
,2025-01-29,17:38:44,4050,224.6,159.9,38.521232,-77.099487,a97753,JIA5342,POINT (-77.099487 38.521232)
,2025-01-29,17:38:46,4050,225.4,152.5,38.51923,-77.098083,a97753,JIA5342,POINT (-77.098083 38.51923)
JIA5342 ,2025-01-29,17:38:48,4050,225.5,145.1,38.516949,-77.096191,a97753,JIA5342,POINT (-77.096191 38.516949)
,2025-01-29,17:38:51,4050,225.1,140.2,38.514954,-77.09405,a97753,JIA5342,POINT (-77.09405 38.514954)
,2025-01-29,17:38:53,4050,224.9,135.4,38.513214,-77.091781,a97753,JIA5342,POINT (-77.091781 38.513214)
,2025-01-29,17:38:56,4050,224.1,130.7,38.511566,-77.089094,a97753,JIA5342,POINT (-77.089094 38.511566)
JIA5342 ,2025-01-29,17:38:58,4050,223.0,123.5,38.510292,-77.086487,a97753,JIA5342,POINT (-77.086487 38.510292)
,2025-01-29,17:39:01,4050,222.8,118.4,38.50914,-77.083601,a97753,JIA5342,POINT (-77.083601 38.50914)
,2025-01-29,17:39:03,4050,223.2,111.3,38.508224,-77.080377,a97753,JIA5342,POINT (-77.080377 38.508224)
,2025-01-29,17:39:06,4050,222.9,108.8,38.507446,-77.076257,a97753,JIA5342,POINT (-77.076257 38.507446)
JIA5342 ,2025-01-29,17:39:09,4050,223.1,99.6,38.507173,-77.073547,a97753,JIA5342,POINT (-77.073547 38.507173)
,2025-01-29,17:39:11,4050,222.2,92.6,38.507127,-77.070129,a97753,JIA5342,POINT (-77.070129 38.507127)
,2025-01-29,17:39:14,4050,220.7,85.3,38.507266,-77.067017,a97753,JIA5342,POINT (-77.067017 38.507266)
,2025-01-29,17:39:16,4050,220.0,80.6,38.507767,-77.063837,a97753,JIA5342,POINT (-77.063837 38.507767)
JIA5342 ,2025-01-29,17:39:18,4050,218.8,75.7,38.508408,-77.060852,a97753,JIA5342,POINT (-77.060852 38.508408)
,2025-01-29,17:39:21,4050,216.3,68.3,38.509323,-77.058046,a97753,JIA5342,POINT (-77.058046 38.509323)
,2025-01-29,17:39:23,4050,214.2,63.1,38.51033,-77.055598,a97753,JIA5342,POINT (-77.055598 38.51033)
,2025-01-29,17:39:25,4050,212.0,58.1,38.511658,-77.05309,a97753,JIA5342,POINT (-77.05309 38.511658)
JIA5342 ,2025-01-29,17:39:27,4050,210.6,52.9,38.512619,-77.051538,a97753,JIA5342,POINT (-77.051538 38.512619)
,2025-01-29,17:39:30,4050,207.2,46.0,38.514359,-77.049269,a97753,JIA5342,POINT (-77.049269 38.514359)
,2025-01-29,17:39:33,4050,205.5,41.0,38.516785,-77.046522,a97753,JIA5342,POINT (-77.046522 38.516785)
,2025-01-29,17:39:39,4050,203.8,37.8,38.52086,-77.04248,a97753,JIA5342,POINT (-77.04248 38.52086)
JIA5342 ,2025-01-29,17:39:43,4050,198.8,37.8,38.52388,-77.039476,a97753,JIA5342,POINT (-77.039476 38.52388)
,2025-01-29,17:39:46,4050,193.8,37.9,38.52626,-77.037148,a97753,JIA5342,POINT (-77.037148 38.52626)
,2025-01-29,17:39:50,4050,188.8,37.9,38.528732,-77.03464,a97753,JIA5342,POINT (-77.03464 38.528732)
,2025-01-29,17:39:52,4025,185.1,38.4,38.530542,-77.032837,a97753,JIA5342,POINT (-77.032837 38.530542)
JIA5342 ,2025-01-29,17:39:57,4025,180.2,38.0,38.533289,-77.03009,a97753,JIA5342,POINT (-77.03009 38.533289)
,2025-01-29,17:40:16,4050,176.2,37.4,38.545944,-77.017802,a97753,JIA5342,POINT (-77.017802 38.545944)
,2025-01-29,17:40:28,4050,174.6,36.2,38.553446,-77.010681,a97753,JIA5342,POINT (-77.010681 38.553446)
,2025-01-29,17:40:31,4050,171.5,29.7,38.555494,-77.009216,a97753,JIA5342,POINT (-77.009216 38.555494)
JIA5342 ,2025-01-29,17:40:33,4050,168.9,23.4,38.557343,-77.008488,a97753,JIA5342,POINT (-77.008488 38.557343)
,2025-01-29,17:40:35,4050,164.8,16.6,38.558533,-77.00813,a97753,JIA5342,POINT (-77.00813 38.558533)
,2025-01-29,17:40:37,4025,161.6,8.2,38.560181,-77.007831,a97753,JIA5342,POINT (-77.007831 38.560181)
,2025-01-29,17:40:40,4025,160.5,4.3,38.562757,-77.007629,a97753,JIA5342,POINT (-77.007629 38.562757)
JIA5342 ,2025-01-29,17:40:44,4050,160.0,0.4,38.565596,-77.007568,a97753,JIA5342,POINT (-77.007568 38.565596)
,2025-01-29,17:40:49,4050,161.4,356.1,38.569107,-77.007831,a97753,JIA5342,POINT (-77.007831 38.569107)
,2025-01-29,17:40:56,4050,162.0,353.6,38.574463,-77.008488,a97753,JIA5342,POINT (-77.008488 38.574463)
,2025-01-29,17:41:05,4050,159.8,351.4,38.580917,-77.009622,a97753,JIA5342,POINT (-77.009622 38.580917)
JIA5342 ,2025-01-29,17:41:18,4050,157.3,352.7,38.590734,-77.011414,a97753,JIA5342,POINT (-77.011414 38.590734)
,2025-01-29,17:41:31,4050,158.8,354.2,38.600098,-77.012727,a97753,JIA5342,POINT (-77.012727 38.600098)
,2025-01-29,17:41:43,4050,158.5,355.7,38.609024,-77.013623,a97753,JIA5342,POINT (-77.013623 38.609024)
,2025-01-29,17:42:03,4050,156.5,355.6,38.623507,-77.015015,a97753,JIA5342,POINT (-77.015015 38.623507)
JIA5342 ,2025-01-29,17:42:23,4050,152.4,355.9,38.637543,-77.01625,a97753,JIA5342,POINT (-77.01625 38.637543)
,2025-01-29,17:42:37,4000,153.4,355.9,38.647202,-77.017151,a97753,JIA5342,POINT (-77.017151 38.647202)
,2025-01-29,17:42:47,3925,149.4,355.8,38.653999,-77.017761,a97753,JIA5342,POINT (-77.017761 38.653999)
,2025-01-29,17:42:55,3825,149.5,355.4,38.659632,-77.018311,a97753,JIA5342,POINT (-77.018311 38.659632)
JIA5342 ,2025-01-29,17:43:01,3725,151.7,354.3,38.664185,-77.018877,a97753,JIA5342,POINT (-77.018877 38.664185)
,2025-01-29,17:43:08,3625,151.6,354.7,38.668808,-77.019414,a97753,JIA5342,POINT (-77.019414 38.668808)
,2025-01-29,17:43:14,3525,149.6,355.0,38.673318,-77.019897,a97753,JIA5342,POINT (-77.019897 38.673318)
,2025-01-29,17:43:20,3425,148.5,355.4,38.677135,-77.020325,a97753,JIA5342,POINT (-77.020325 38.677135)
JIA5342 ,2025-01-29,17:43:26,3325,147.5,355.3,38.681442,-77.020788,a97753,JIA5342,POINT (-77.020788 38.681442)
,2025-01-29,17:43:32,3225,148.6,355.0,38.685562,-77.021206,a97753,JIA5342,POINT (-77.021206 38.685562)
,2025-01-29,17:43:39,3125,149.6,355.0,38.689891,-77.021667,a97753,JIA5342,POINT (-77.021667 38.689891)
,2025-01-29,17:43:45,3025,150.6,355.0,38.69422,-77.022156,a97753,JIA5342,POINT (-77.022156 38.69422)
JIA5342 ,2025-01-29,17:43:52,2925,150.4,355.8,38.698922,-77.022644,a97753,JIA5342,POINT (-77.022644 38.698922)
,2025-01-29,17:43:58,2825,149.5,355.4,38.703415,-77.023116,a97753,JIA5342,POINT (-77.023116 38.703415)
,2025-01-29,17:44:05,2725,149.5,355.4,38.708359,-77.023594,a97753,JIA5342,POINT (-77.023594 38.708359)
,2025-01-29,17:44:12,2625,153.5,355.5,38.713353,-77.024109,a97753,JIA5342,POINT (-77.024109 38.713353)
JIA5342 ,2025-01-29,17:44:20,2525,150.5,355.4,38.718567,-77.024597,a97753,JIA5342,POINT (-77.024597 38.718567)
,2025-01-29,17:44:27,2425,146.5,355.3,38.723373,-77.025087,a97753,JIA5342,POINT (-77.025087 38.723373)
,2025-01-29,17:44:33,2325,142.4,356.0,38.727738,-77.025452,a97753,JIA5342,POINT (-77.025452 38.727738)
,2025-01-29,17:44:39,2250,137.4,355.4,38.731695,-77.025879,a97753,JIA5342,POINT (-77.025879 38.731695)
JIA5342 ,2025-01-29,17:44:44,2200,133.3,356.1,38.734634,-77.026102,a97753,JIA5342,POINT (-77.026102 38.734634)
,2025-01-29,17:44:50,2175,128.3,356.0,38.738026,-77.026428,a97753,JIA5342,POINT (-77.026428 38.738026)
,2025-01-29,17:44:54,2150,124.2,356.8,38.740353,-77.02655,a97753,JIA5342,POINT (-77.02655 38.740353)
,2025-01-29,17:44:58,2075,120.2,357.1,38.742737,-77.026699,a97753,JIA5342,POINT (-77.026699 38.742737)
JIA5342 ,2025-01-29,17:45:04,1975,117.2,356.6,38.746124,-77.026938,a97753,JIA5342,POINT (-77.026938 38.746124)
,2025-01-29,17:45:12,1900,117.6,354.1,38.750427,-77.027475,a97753,JIA5342,POINT (-77.027475 38.750427)
,2025-01-29,17:45:19,1800,114.5,354.5,38.754181,-77.027953,a97753,JIA5342,POINT (-77.027953 38.754181)
,2025-01-29,17:45:28,1725,111.5,354.9,38.758602,-77.028503,a97753,JIA5342,POINT (-77.028503 38.758602)
JIA5342 ,2025-01-29,17:45:34,1625,115.4,355.5,38.761954,-77.028809,a97753,JIA5342,POINT (-77.028809 38.761954)
,2025-01-29,17:45:41,1525,119.0,358.6,38.765533,-77.029028,a97753,JIA5342,POINT (-77.029028 38.765533)
,2025-01-29,17:45:47,1450,117.0,1.5,38.768983,-77.028992,a97753,JIA5342,POINT (-77.028992 38.768983)
,2025-01-29,17:45:52,1375,114.4,5.0,38.771805,-77.028729,a97753,JIA5342,POINT (-77.028729 38.771805)
JIA5342 ,2025-01-29,17:45:57,1300,119.1,7.7,38.774336,-77.02832,a97753,JIA5342,POINT (-77.02832 38.774336)
,2025-01-29,17:46:03,1200,122.2,8.0,38.777756,-77.027654,a97753,JIA5342,POINT (-77.027654 38.777756)
,2025-01-29,17:46:08,1150,125.4,8.7,38.780435,-77.027161,a97753,JIA5342,POINT (-77.027161 38.780435)
,2025-01-29,17:46:15,1125,128.5,11.2,38.784904,-77.026123,a97753,JIA5342,POINT (-77.026123 38.784904)
JIA5342 ,2025-01-29,17:46:19,1125,124.5,11.6,38.786626,-77.025696,a97753,JIA5342,POINT (-77.025696 38.786626)
,2025-01-29,17:46:29,1050,128.9,12.1,38.792492,-77.024109,a97753,JIA5342,POINT (-77.024109 38.792492)
,2025-01-29,17:46:40,1025,124.7,12.0,38.798767,-77.022221,a97753,JIA5342,POINT (-77.022221 38.798767)
,2025-01-29,17:46:48,950,125.0,10.1,38.803525,-77.020996,a97753,JIA5342,POINT (-77.020996 38.803525)
JIA5342 ,2025-01-29,17:46:57,875,124.3,8.3,38.808517,-77.019892,a97753,JIA5342,POINT (-77.019892 38.808517)
,2025-01-29,17:47:05,800,124.7,6.0,38.813301,-77.019226,a97753,JIA5342,POINT (-77.019226 38.813301)
,2025-01-29,17:47:13,725,123.3,3.7,38.81777,-77.018738,a97753,JIA5342,POINT (-77.018738 38.81777)
,2025-01-29,17:47:21,625,125.0,1.4,38.822021,-77.018579,a97753,JIA5342,POINT (-77.018579 38.822021)
JIA5342 ,2025-01-29,17:47:31,550,123.0,0.0,38.827965,-77.018494,a97753,JIA5342,POINT (-77.018494 38.827965)
,2025-01-29,17:47:35,525,121.3,356.2,38.83017,-77.018638,a97753,JIA5342,POINT (-77.018638 38.83017)
,2025-01-29,17:47:40,500,120.1,352.3,38.832806,-77.019043,a97753,JIA5342,POINT (-77.019043 38.832806)
,2025-01-29,17:47:43,475,119.9,347.5,38.834473,-77.019474,a97753,JIA5342,POINT (-77.019474 38.834473)
JIA5342 ,2025-01-29,17:47:45,450,120.5,342.6,38.835785,-77.02002,a97753,JIA5342,POINT (-77.02002 38.835785)
,2025-01-29,17:47:48,425,124.0,335.7,38.837182,-77.020813,a97753,JIA5342,POINT (-77.020813 38.837182)
,2025-01-29,17:47:51,400,125.4,330.4,38.838998,-77.022156,a97753,JIA5342,POINT (-77.022156 38.838998)
,2025-01-29,17:47:55,375,121.0,327.5,38.840906,-77.023682,a97753,JIA5342,POINT (-77.023682 38.840906)
JIA5342 ,2025-01-29,17:47:58,350,116.2,326.6,38.84221,-77.024841,a97753,JIA5342,POINT (-77.024841 38.84221)
,2025-01-29,17:48:00,350,112.6,324.8,38.84285,-77.025445,a97753,JIA5342,POINT (-77.025445 38.84285)
,2025-01-29,17:48:01,350,108.7,320.6,38.843234,-77.025879,a97753,JIA5342,POINT (-77.025879 38.843234)
,2025-01-29,17:48:03,400,106.4,319.6,38.843839,-77.02655,a97753,JIA5342,POINT (-77.02655 38.843839)
