point_time,flight_date_pst,point_time_pst_clean,altitude,ground_speed,heading,lat,lon,icao,call_sign,leg_id,flight_leg,geometry
2025-02-05 00:00:06.730,2025-02-04,16:00:06,34000,376.1,260.5,40.601486,-116.672668,a37eff,,1,,POINT (-116.672668 40.601486)
2025-02-05 00:00:26.240,2025-02-04,16:00:26,34000,370.2,260.4,40.595764,-116.71637,a37eff,,1,,POINT (-116.71637 40.595764)
2025-02-05 00:00:46.230,2025-02-04,16:00:46,34000,370.4,260.2,40.589996,-116.760681,a37eff,,1,,POINT (-116.760681 40.589996)
2025-02-05 00:01:06.170,2025-02-04,16:01:06,34000,373.2,260.4,40.584194,-116.804955,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-116.804955 40.584194)
2025-02-05 00:01:25.830,2025-02-04,16:01:25,34000,379.3,260.4,40.578515,-116.84915,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-116.84915 40.578515)
2025-02-05 00:01:44.340,2025-02-04,16:01:44,34025,375.2,259.6,40.572975,-116.891036,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-116.891036 40.572975)
2025-02-05 00:01:52.800,2025-02-04,16:01:52,34025,374.1,257.3,40.569996,-116.9097,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-116.9097 40.569996)
2025-02-05 00:02:01.010,2025-02-04,16:02:01,34000,374.5,255.1,40.566605,-116.927917,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-116.927917 40.566605)
2025-02-05 00:02:09.310,2025-02-04,16:02:09,34000,373.3,253.0,40.562641,-116.945842,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-116.945842 40.562641)
2025-02-05 00:02:19.110,2025-02-04,16:02:19,34000,375.4,251.0,40.557287,-116.966941,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-116.966941 40.557287)
2025-02-05 00:02:39.000,2025-02-04,16:02:39,33975,379.5,251.1,40.546022,-117.010137,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.010137 40.546022)
2025-02-05 00:02:58.600,2025-02-04,16:02:58,34025,377.3,251.1,40.534896,-117.052585,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.052585 40.534896)
2025-02-05 00:03:18.210,2025-02-04,16:03:18,33975,380.1,251.3,40.523804,-117.095215,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.095215 40.523804)
2025-02-05 00:03:37.750,2025-02-04,16:03:37,34000,377.0,250.8,40.512726,-117.137573,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.137573 40.512726)
2025-02-05 00:03:57.540,2025-02-04,16:03:57,33975,375.1,251.2,40.501602,-117.180237,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.180237 40.501602)
2025-02-05 00:04:17.290,2025-02-04,16:04:17,33950,374.1,251.1,40.490624,-117.222373,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.222373 40.490624)
2025-02-05 00:04:36.990,2025-02-04,16:04:36,33950,372.2,251.0,40.479545,-117.264696,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.264696 40.479545)
2025-02-05 00:04:56.960,2025-02-04,16:04:56,33950,374.4,251.0,40.468279,-117.307392,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.307392 40.468279)
2025-02-05 00:05:16.860,2025-02-04,16:05:16,34000,373.5,250.9,40.457108,-117.34967,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.34967 40.457108)
2025-02-05 00:05:36.520,2025-02-04,16:05:36,34025,371.6,250.8,40.446074,-117.391475,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.391475 40.446074)
2025-02-05 00:05:56.410,2025-02-04,16:05:56,33975,375.7,250.9,40.434808,-117.434235,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.434235 40.434808)
2025-02-05 00:06:16.110,2025-02-04,16:06:16,34000,378.5,251.0,40.423553,-117.476807,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.476807 40.423553)
2025-02-05 00:06:35.770,2025-02-04,16:06:35,34000,381.7,250.6,40.412184,-117.519566,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.519566 40.412184)
2025-02-05 00:06:55.210,2025-02-04,16:06:55,34050,382.0,250.9,40.400872,-117.561826,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.561826 40.400872)
2025-02-05 00:07:14.810,2025-02-04,16:07:14,34050,382.4,250.8,40.389466,-117.604585,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.604585 40.389466)
2025-02-05 00:07:34.500,2025-02-04,16:07:34,34050,381.7,250.6,40.377968,-117.647594,a37eff,DAL1088,1,DAL1088_2025-02-04_leg1,POINT (-117.647594 40.377968)
