time,lat,lon,altitude,ground_speed,heading,details,alt_geom,nnumber,model,desc,timestamp,ping_time,icao
11590.65,39.841793,-104.684168,ground,5.8,182.8,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:10.650,abfd8c
11583.7,39.841931,-104.684174,ground,3.2,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:03.700,abfd8c
11567.37,39.842152,-104.684174,ground,5.8,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:12:47.370,abfd8c
11557.99,39.842457,-104.684168,ground,8.8,180.0,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 180.0, 'true_heading': 180.0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:12:37.990,abfd8c
11548.61,39.842897,-104.684174,ground,11.8,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:12:28.610,abfd8c
11540.43,39.843338,-104.684153,ground,11.2,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:12:20.430,abfd8c
11533.47,39.843704,-104.684153,ground,10.8,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:12:13.470,abfd8c
11524.78,39.844151,-104.684153,ground,12.8,180.0,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 180.0, 'true_heading': 180.0, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:12:04.780,abfd8c
11517.47,39.844596,-104.684143,ground,13.8,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:57.470,abfd8c
11511.64,39.845003,-104.684143,ground,15.5,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:51.640,abfd8c
11506.39,39.845409,-104.684138,ground,16.5,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:46.390,abfd8c
11500.49,39.845856,-104.684123,ground,15.5,180.0,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 180.0, 'true_heading': 180.0, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 1, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:40.490,abfd8c
11495.35,39.846245,-104.684123,ground,18.5,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:35.350,abfd8c
11489.88,39.846691,-104.684108,ground,17.5,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:29.880,abfd8c
11484.74,39.847137,-104.684108,ground,20.5,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:24.740,abfd8c
11480.6,39.847538,-104.684108,ground,19.5,182.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 182.81, 'true_heading': 182.81, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:20.600,abfd8c
11607.38,39.841139,-104.684174,ground,9.8,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:27.380,abfd8c
11726.92,39.851369,-104.757507,6900,203.1,312.4,,6925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:26.920,abfd8c
11610.85,39.840988,-104.684189,ground,10.2,185.6,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:30.850,abfd8c
11614.9,39.84082,-104.684258,ground,8.8,202.5,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 202.5, 'true_heading': 202.5, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:34.900,abfd8c
11649.69,39.840697,-104.687744,ground,59.5,270.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:09.690,abfd8c
11648.69,39.840694,-104.687362,ground,54.5,270.0,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 270.0, 'true_heading': 270.0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:08.690,abfd8c
11647.75,39.840685,-104.687057,ground,49.5,270.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:07.750,abfd8c
11645.75,39.840685,-104.686508,ground,40.5,270.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:05.750,abfd8c
11645.32,39.840683,-104.686392,ground,35.5,270.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:05.320,abfd8c
11643.76,39.840683,-104.686064,ground,30.5,270.0,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 270.0, 'true_heading': 270.0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:03.760,abfd8c
11642.65,39.840685,-104.685883,ground,25.5,270.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:02.650,abfd8c
11641.28,39.840685,-104.685654,ground,16.5,270.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:01.280,abfd8c
11640.24,39.840685,-104.685562,ground,13.2,270.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:14:00.240,abfd8c
11633.14,39.840683,-104.685093,ground,8.8,270.0,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 270.0, 'true_heading': 270.0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:53.140,abfd8c
11626.26,39.840685,-104.684753,ground,7.8,267.2,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:46.260,abfd8c
11624.17,39.840683,-104.684646,ground,7.8,258.8,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:44.170,abfd8c
11622.6,39.840685,-104.68457,ground,7.8,250.3,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:42.600,abfd8c
11621.02,39.840694,-104.684496,ground,7.8,241.9,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 241.88, 'true_heading': 241.88, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:41.020,abfd8c
11619.78,39.840709,-104.684448,ground,7.8,236.2,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:39.780,abfd8c
11618.36,39.840729,-104.684377,ground,7.8,225.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:38.360,abfd8c
11616.73,39.840763,-104.684332,ground,8.2,213.8,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:36.730,abfd8c
11612.77,39.8409,-104.684213,ground,9.2,194.1,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:13:32.770,abfd8c
12111.33,39.949082,-105.347151,21450,257.1,275.4,,21325.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:21:51.330,abfd8c
11731.35,39.854187,-104.761565,7000,207.5,311.7,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 7025, 'track': 311.68, 'baro_rate': 1088, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 300.23, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",7025.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:31.350,abfd8c
11736.52,39.857421,-104.766479,7075,215.0,310.3,,7100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:36.520,abfd8c
11963.11,39.936839,-105.103455,14525,285.1,271.4,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 14500, 'track': 271.41, 'baro_rate': 2048, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",14500.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:23.110,abfd8c
11952.54,39.936539,-105.085449,14125,281.1,271.2,,14100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:12.540,abfd8c
11941.35,39.936187,-105.066688,13750,276.1,271.5,,13725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:01.350,abfd8c
11930.58,39.935815,-105.048897,13375,271.2,272.3,,13350.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:50.580,abfd8c
11922.9,39.935394,-105.036499,13175,265.2,272.4,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 13150, 'track': 272.38, 'baro_rate': 1600, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",13150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:42.900,abfd8c
11920.12,39.935303,-105.032043,13100,264.2,272.2,,13075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:40.120,abfd8c
11918.65,39.935211,-105.029785,13050,262.2,272.2,,13000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:38.650,abfd8c
11973.7,39.93718,-105.121765,14925,288.1,271.4,,14925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:33.700,abfd8c
11917.72,39.935165,-105.028198,13000,262.2,272.2,,12950.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:37.720,abfd8c
11910.06,39.934799,-105.016113,12550,265.2,272.0,,12550.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:30.060,abfd8c
11903.62,39.934558,-105.005951,12175,267.2,271.9,,12175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:23.620,abfd8c
11898.67,39.934387,-104.997925,11825,270.1,271.5,,11825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:18.670,abfd8c
11895.58,39.934296,-104.992859,11625,273.1,271.5,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 11575, 'track': 271.47, 'baro_rate': 4160, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",11575.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:15.580,abfd8c
11892.61,39.934185,-104.987973,11425,276.1,271.9,,11425.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:12.610,abfd8c
11889.41,39.934067,-104.982666,11225,277.2,272.3,,11175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:09.410,abfd8c
11886.64,39.933906,-104.977986,11025,278.2,272.3,,11025.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:06.640,abfd8c
11916.25,39.935117,-105.025926,12950,262.2,272.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 12900, 'track': 272.19, 'baro_rate': 3136, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",12900.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:36.250,abfd8c
11984.43,39.937584,-105.140533,15325,292.1,271.6,,15300.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:44.430,abfd8c
11988.71,39.937723,-105.148087,15475,292.1,271.6,,15450.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:48.710,abfd8c
11989.79,39.937729,-105.149963,15525,292.1,271.6,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 15500, 'track': 271.57, 'baro_rate': 2816, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",15500.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:49.790,abfd8c
12092.69,39.946976,-105.318359,20650,260.2,275.5,,20575.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:21:32.690,abfd8c
12082.87,39.94587,-105.303019,20250,261.1,275.3,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 20150, 'track': 275.27, 'baro_rate': 2560, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",20150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:21:22.870,abfd8c
12074.5,39.944916,-105.289917,19850,263.3,275.7,,19750.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:21:14.500,abfd8c
12065.72,39.943771,-105.276062,19450,265.6,276.3,,19350.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:21:05.720,abfd8c
12057.9,39.942764,-105.263611,19050,267.5,276.0,,18975.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:57.900,abfd8c
12049.82,39.94168,-105.250646,18675,269.7,276.4,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 18625, 'track': 276.39, 'baro_rate': 3008, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",18625.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:49.820,abfd8c
12042.44,39.940659,-105.238647,18275,273.7,276.3,,18200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:42.440,abfd8c
12035.95,39.939789,-105.228088,18000,274.3,275.6,,17950.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:35.950,abfd8c
12030.4,39.93924,-105.218933,17725,274.3,272.5,,17650.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:30.400,abfd8c
12023.75,39.93898,-105.208012,17375,276.1,271.5,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 17325, 'track': 271.45, 'baro_rate': 3456, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",17325.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:23.750,abfd8c
12015.79,39.938701,-105.194716,16975,279.1,271.4,,16950.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:15.790,abfd8c
12012.99,39.938608,-105.190034,16800,281.1,271.8,,16725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:12.990,abfd8c
12009.48,39.938461,-105.18396,16600,282.1,271.8,,16525.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:09.480,abfd8c
12003.73,39.938232,-105.174255,16225,288.1,271.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 16150, 'track': 271.79, 'baro_rate': 3776, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",16150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:03.730,abfd8c
12001.01,39.938095,-105.169495,16050,290.1,271.8,,16000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:20:01.010,abfd8c
11999.45,39.938049,-105.166876,15975,290.1,271.6,,15975.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:59.450,abfd8c
11998.07,39.938004,-105.164368,15925,291.1,271.4,,15925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:19:58.070,abfd8c
11883.13,39.93372,-104.972118,10825,280.2,272.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 10825, 'track': 272.25, 'baro_rate': 3392, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 11, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",10825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:18:03.130,abfd8c
11879.22,39.933534,-104.965564,10625,282.2,272.2,,10625.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:17:59.220,abfd8c
11876.58,39.933394,-104.961069,10475,283.2,272.2,,10475.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:17:56.580,abfd8c
11873.89,39.933254,-104.956512,10375,284.2,272.0,,10375.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:17:53.890,abfd8c
11788.22,39.890625,-104.826945,8650,259.1,305.1,,8650.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:28.220,abfd8c
11785.35,39.888657,-104.823244,8600,254.9,304.9,,8600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:25.350,abfd8c
11782.52,39.886749,-104.819702,8550,250.8,304.8,,8550.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:22.520,abfd8c
11779.52,39.884794,-104.81604,8500,246.9,304.3,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 8500, 'track': 304.27, 'baro_rate': 1344, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 295.31, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",8500.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:19.520,abfd8c
11776.52,39.882797,-104.812317,8425,243.2,304.3,,8425.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:16.520,abfd8c
11773.54,39.88092,-104.808734,8325,240.5,304.1,,8325.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:13.540,abfd8c
11771.92,39.879952,-104.806824,8275,239.1,304.1,,8275.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:11.920,abfd8c
11769.58,39.878462,-104.804016,8150,238.3,304.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 8150, 'track': 304.22, 'baro_rate': 2944, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 293.2, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",8150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:09.580,abfd8c
11766.79,39.876755,-104.800733,8000,237.7,304.0,,8000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:06.790,abfd8c
11763.16,39.874557,-104.796434,7800,239.1,304.1,,7775.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:03.160,abfd8c
11760.63,39.872955,-104.793449,7675,238.8,304.4,,7700.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:00.630,abfd8c
11758.34,39.87149,-104.790702,7600,238.3,305.1,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 7600, 'track': 305.09, 'baro_rate': 2240, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 293.91, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",7600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:58.340,abfd8c
11754.8,39.869247,-104.786583,7475,236.4,305.7,,7475.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:54.800,abfd8c
11749.25,39.865723,-104.780194,7325,231.6,306.6,,7325.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:49.250,abfd8c
11745.07,39.863022,-104.775537,7225,227.4,307.7,,7250.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:45.070,abfd8c
11742.15,39.861145,-104.772432,7175,223.5,308.5,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 7200, 'track': 308.46, 'baro_rate': 1024, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 300.23, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",7200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:42.150,abfd8c
11738.99,39.859131,-104.769148,7125,219.6,309.3,,7150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:38.990,abfd8c
11791.65,39.893033,-104.83136,8725,263.9,305.4,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 8725, 'track': 305.44, 'baro_rate': 1280, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1016.8, 'nav_altitude_mcp': 23008, 'nav_heading': 295.31, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",8725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:31.650,abfd8c
11733.55,39.855605,-104.763733,7025,211.2,311.2,,7050.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:15:33.550,abfd8c
11795.22,39.895594,-104.83606,8825,268.7,305.8,,8850.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:35.220,abfd8c
11800.18,39.899225,-104.842529,9000,272.3,305.7,,9000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:16:40.180,abfd8c
