time,lat,lon,altitude,ground_speed,heading,details,alt_geom,nnumber,model,desc,timestamp,ping_time,icao
13253.86,40.05162,-107.455566,36000,340.4,272.7,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 36050, 'track': 272.69, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.16, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36050.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:40:53.860,abfd8c
13233.88,40.050194,-107.414703,36000,340.4,272.7,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:40:33.880,abfd8c
13214.16,40.048782,-107.374512,36000,340.3,272.5,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:40:14.160,abfd8c
13194.24,40.047307,-107.333617,36000,341.4,272.7,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:39:54.240,abfd8c
13174.3,40.04567,-107.292603,36000,342.5,273.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 36075, 'track': 273.18, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.16, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:39:34.300,abfd8c
13154.46,40.044049,-107.251719,36000,344.4,272.8,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:39:14.460,abfd8c
13134.97,40.042513,-107.211331,36000,345.4,272.7,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:38:54.970,abfd8c
13115.22,40.041023,-107.170195,36000,347.4,272.8,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:38:35.220,abfd8c
13095.29,40.039398,-107.12854,36000,347.4,272.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 36075, 'track': 272.8, 'baro_rate': 64, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.16, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:38:15.290,abfd8c
13075.51,40.037857,-107.087298,36000,347.5,273.0,,36100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:37:55.510,abfd8c
13055.65,40.036181,-107.04585,36000,345.5,273.0,,36100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:37:35.650,abfd8c
13035.99,40.034592,-107.005249,36000,342.5,273.0,,36125.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:37:15.990,abfd8c
13016.06,40.032944,-106.964355,36000,340.4,272.9,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 36125, 'track': 272.86, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.16, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36125.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:36:56.060,abfd8c
12678.18,40.002897,-106.264322,32825,326.6,273.5,,32775.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:31:18.180,abfd8c
12662.37,40.001404,-106.233337,32550,325.7,273.7,,32475.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:31:02.370,abfd8c
12648.69,40.00015,-106.206582,32225,327.6,273.3,,32150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:30:48.690,abfd8c
12644.5,39.999756,-106.198303,32150,326.5,273.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 32075, 'track': 273.16, 'baro_rate': 704, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.86, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",32075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:30:44.500,abfd8c
12310.57,39.972451,-105.646466,28250,248.1,275.3,,28100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:25:10.570,abfd8c
12299.39,39.971195,-105.6298,27875,251.2,275.7,,27725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:24:59.390,abfd8c
12288.0,39.969844,-105.612633,27500,253.3,275.9,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 27375, 'track': 275.89, 'baro_rate': 1984, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",27375.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:24:48.000,abfd8c
12276.51,39.968494,-105.595218,27150,255.3,275.8,,27000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:24:36.510,abfd8c
12265.6,39.967163,-105.578491,26775,257.4,276.0,,26650.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:24:25.600,abfd8c
12253.74,39.965652,-105.560181,26425,257.4,276.0,,26300.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:24:13.740,abfd8c
12241.85,39.964233,-105.54187,26075,256.2,275.6,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 25975, 'track': 275.6, 'baro_rate': 1728, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",25975.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:24:01.850,abfd8c
12229.4,39.962769,-105.522808,25725,254.2,275.6,,25625.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:23:49.400,abfd8c
12217.38,39.961419,-105.50458,25375,252.2,275.7,,25275.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:23:37.380,abfd8c
12205.1,39.960022,-105.486084,25025,250.3,275.7,,24925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:23:25.100,abfd8c
12192.58,39.958557,-105.467468,24675,247.3,275.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 24600, 'track': 275.8, 'baro_rate': 1600, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 26016, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",24600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:23:12.580,abfd8c
12180.53,39.957138,-105.449707,24325,245.3,275.9,,24225.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:23:00.530,abfd8c
12168.89,39.955786,-105.432607,23975,244.3,275.9,,23900.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:22:48.890,abfd8c
12157.73,39.954482,-105.416315,23575,244.2,275.6,,23475.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:22:37.730,abfd8c
12150.89,39.953737,-105.406328,23300,245.2,275.6,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 23200, 'track': 275.62, 'baro_rate': 2688, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 26016, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",23200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:22:30.890,abfd8c
12142.07,39.952713,-105.393281,22900,247.3,275.8,,22800.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:22:22.070,abfd8c
12133.34,39.951689,-105.38036,22500,249.5,276.2,,22400.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:22:13.340,abfd8c
12322.34,39.973708,-105.663882,28625,245.1,275.4,,28500.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:25:22.340,abfd8c
13352.78,40.058713,-107.660023,36000,346.3,272.5,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:42:32.780,abfd8c
12334.79,39.974826,-105.682047,28975,242.5,273.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 28850, 'track': 273.78, 'baro_rate': 1664, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",28850.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:25:34.790,abfd8c
12359.26,39.976362,-105.717503,29500,243.3,273.1,,29375.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:25:59.260,abfd8c
12630.62,39.998611,-106.171143,32075,323.5,273.2,,32000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:30:30.620,abfd8c
12610.65,39.996918,-106.132812,32000,316.7,273.8,,31925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:30:10.650,abfd8c
12591.09,39.994995,-106.096008,31950,309.6,273.7,,31875.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:29:51.090,abfd8c
12571.5,39.993214,-106.060014,31900,302.7,273.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 31825, 'track': 273.79, 'baro_rate': 192, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.86, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",31825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:29:31.500,abfd8c
12552.04,39.991538,-106.025183,31825,293.6,273.5,,31750.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:29:12.040,abfd8c
12532.13,39.989868,-105.990601,31775,284.6,273.6,,31725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:28:52.130,abfd8c
12512.32,39.988266,-105.957153,31725,275.5,273.3,,31675.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:28:32.320,abfd8c
12492.82,39.98679,-105.925307,31650,267.5,273.6,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 31600, 'track': 273.64, 'baro_rate': 128, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.86, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",31600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:28:12.820,abfd8c
12490.64,39.986572,-105.921814,31650,266.6,273.9,,31600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:28:10.640,abfd8c
12488.71,39.986417,-105.91869,31625,266.6,273.9,,31575.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:28:08.710,abfd8c
12475.06,39.9853,-105.896842,31300,267.6,273.9,,31225.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:27:55.060,abfd8c
12460.97,39.984183,-105.874308,31000,266.5,273.7,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 30925, 'track': 273.66, 'baro_rate': 1216, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.86, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",30925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:27:40.970,abfd8c
12446.08,39.983002,-105.850525,30700,265.6,273.9,,30600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:27:26.080,abfd8c
12429.98,39.981628,-105.824951,30425,262.6,273.9,,30350.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:27:09.980,abfd8c
12413.7,39.980347,-105.799561,30175,258.6,273.8,,30075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:26:53.700,abfd8c
12395.58,39.978973,-105.771667,29950,252.6,273.9,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 29825, 'track': 273.86, 'baro_rate': 704, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 262.97, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",29825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:26:35.580,abfd8c
12377.37,39.977572,-105.744282,29725,247.5,273.7,,29600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:26:17.370,abfd8c
12347.91,39.975677,-105.701111,29300,241.4,273.1,,29150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:25:47.910,abfd8c
12124.8,39.950638,-105.367554,22100,251.3,275.9,,22000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:22:04.800,abfd8c
13372.75,40.060063,-107.701659,36000,347.3,272.5,,36075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:42:52.750,abfd8c
13412.24,40.062763,-107.784056,36000,348.3,272.5,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 36050, 'track': 272.47, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 36000, 'nav_heading': 260.16, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",36050.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:43:32.240,abfd8c
14411.34,40.143065,-109.908413,30300,367.2,271.9,,30225.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:00:11.340,abfd8c
14395.01,40.142075,-109.872192,30550,366.2,272.0,,30475.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:59:55.010,abfd8c
14378.24,40.140976,-109.835266,30800,365.4,272.5,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 30725, 'track': 272.51, 'baro_rate': -960, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 16000, 'nav_heading': 258.75, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",30725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:59:38.240,abfd8c
14361.65,40.139714,-109.798861,31075,366.4,272.8,,31025.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:59:21.650,abfd8c
14345.63,40.138364,-109.763343,31325,368.4,272.6,,31275.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:59:05.630,abfd8c
14329.1,40.137107,-109.727013,31575,366.3,272.4,,31500.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:58:49.100,abfd8c
14312.71,40.135989,-109.69112,31850,360.3,272.4,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 31750, 'track': 272.39, 'baro_rate': -960, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 30016, 'nav_heading': 258.75, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",31750.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:58:32.710,abfd8c
14428.41,40.143997,-109.945923,30050,368.2,272.0,,30000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:00:28.410,abfd8c
14296.39,40.134933,-109.656067,32100,353.3,272.3,,32000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:58:16.390,abfd8c
14265.29,40.132917,-109.590121,32625,349.2,272.1,,32550.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:57:45.290,abfd8c
14249.15,40.131958,-109.556213,32875,348.2,272.1,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 32825, 'track': 272.14, 'baro_rate': -960, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 30016, 'nav_heading': 258.75, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",32825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:57:29.150,abfd8c
14232.53,40.130915,-109.521145,33125,351.2,272.0,,33075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:57:12.530,abfd8c
